eval_set,instance_id,repo,commit,C,C++,Java,Kotlin,Python,Go,Rust,JavaScript,HTML,Ruby,TypeScript,PHP
SWE-Bench Multilingual,astral-sh__ruff-15543,astral-sh/ruff,3950b00ee410754913122e8104cbc39353b62c0b,0,0,0,0,127697,0,261144,124,68,0,2551,0
SWE-Bench Multilingual,astral-sh__ruff-15626,astral-sh/ruff,13a6b5600b47489ca6af0b5a13d916bda8e50662,0,0,0,0,128599,0,258737,124,68,0,2551,0
SWE-Bench Multilingual,axios__axios-4731,axios/axios,c30252f685e8f4326722de84923fcbc8cf557f06,0,0,0,0,0,0,0,8719,534,0,284,0
SWE-Bench Multilingual,axios__axios-4738,axios/axios,9bb016f95e6de871a44f3276fd06562704a0abb0,0,0,0,0,0,0,0,8894,534,0,287,0
SWE-Bench Multilingual,axios__axios-5085,axios/axios,85740c3e7a1fa48346dfcbd4497f463ccb1c1b05,0,0,0,0,0,0,0,14925,554,0,332,0
SWE-Bench Multilingual,axios__axios-5316,axios/axios,65e8d1e28ce829f47a837e45129730e541950d3c,0,0,0,0,0,0,0,18396,575,0,889,0
SWE-Bench Multilingual,axios__axios-5892,axios/axios,ae003913a39f3bdf9bbbd8f71a1ed681fd044d8b,0,0,0,0,0,0,0,21453,575,0,918,0
SWE-Bench Multilingual,axios__axios-6539,axios/axios,c6cce43cd94489f655f4488c5a50ecaf781c94f2,0,0,0,0,0,0,0,25344,586,0,918,0
SWE-Bench Multilingual,babel__babel-13928,babel/babel,5134505bf93013c5fa7df66704df8d04becb7f7d,0,0,0,0,0,0,0,149825,122,0,51835,0
SWE-Bench Multilingual,babel__babel-14532,babel/babel,fbd065256ca00d68089293ad48ea9aeba5481914,0,0,0,0,0,0,0,153191,122,0,62613,0
SWE-Bench Multilingual,babel__babel-15445,babel/babel,49e4855c10d8f76faf477f2ceb5ecbdbe2c849a3,0,0,0,0,0,0,0,162672,121,0,93245,0
SWE-Bench Multilingual,babel__babel-15649,babel/babel,35116224d21e16fb863293f9011d1d6c97ed0bf4,0,0,0,0,0,0,0,171910,121,0,92506,0
SWE-Bench Multilingual,babel__babel-16130,babel/babel,4e6e3cf1395cafd27f28f113918034232c6c1db5,0,0,0,0,0,0,0,174629,121,0,95485,0
SWE-Bench Multilingual,briannesbitt__carbon-2665,briannesbitt/carbon,01bc4cdefe98ef58d1f9cb31bdbbddddf2a88f7a,0,0,0,0,0,0,0,0,0,0,0,159700
SWE-Bench Multilingual,briannesbitt__carbon-2752,briannesbitt/carbon,09acf64155c16dc6f580f36569ae89344e9734a3,0,0,0,0,0,0,0,0,0,0,0,160751
SWE-Bench Multilingual,briannesbitt__carbon-2762,briannesbitt/carbon,077657bce453df6992607e5aaa538d957068ae40,0,0,0,0,0,0,0,0,0,0,0,161086
SWE-Bench Multilingual,briannesbitt__carbon-2813,briannesbitt/carbon,8c019924327fe0251294adb61543981e3d27652c,0,0,0,0,0,0,0,0,0,0,0,161580
SWE-Bench Multilingual,briannesbitt__carbon-2981,briannesbitt/carbon,1d762cbdb379838b10bde0a5a901c5b5c2a83437,0,0,0,0,0,0,0,0,0,0,0,164525
SWE-Bench Multilingual,briannesbitt__carbon-3005,briannesbitt/carbon,640940f4a9303e458fc29341821395460f32b3b5,0,0,0,0,0,0,0,0,0,0,0,165032
SWE-Bench Multilingual,briannesbitt__carbon-3041,briannesbitt/carbon,b3d0d94a1aab70d5580742659ae45177cec5ebcb,0,0,0,0,0,0,0,0,0,0,0,165217
SWE-Bench Multilingual,briannesbitt__carbon-3073,briannesbitt/carbon,da64770bf83ac06914418db7df14dadd4ded0212,0,0,0,0,0,0,0,0,0,0,0,166091
SWE-Bench Multilingual,briannesbitt__carbon-3098,briannesbitt/carbon,cb0fd285ae34041ef2a0f62dc409bece61ff2bc4,0,0,0,0,0,0,0,0,0,0,0,166279
SWE-Bench Multilingual,briannesbitt__carbon-3103,briannesbitt/carbon,d481d8d69a94dc00e5c1b147ec1f7e7492626b12,0,0,0,0,0,0,0,0,0,0,0,166293
SWE-Bench Multilingual,burntsushi__ripgrep-2209,burntsushi/ripgrep,4dc6c73c5a9203c5a8a89ce2161feca542329812,0,0,0,0,1275,0,29257,0,0,19,0,0
SWE-Bench Multilingual,burntsushi__ripgrep-2576,burntsushi/ripgrep,fed4fea217abbc502f2e823465de903c8f2b623d,0,0,0,0,1286,0,30072,0,0,19,0,0
SWE-Bench Multilingual,caddyserver__caddy-4774,caddyserver/caddy,f7be0ee10131f25620a2f64af7e3ded43eae2049,0,0,0,0,0,37755,0,0,403,0,0,3
SWE-Bench Multilingual,caddyserver__caddy-4943,caddyserver/caddy,7f6a328b4744bbdd5ee07c5eccb3f897390ff982,0,0,0,0,0,39988,0,0,403,0,0,3
SWE-Bench Multilingual,caddyserver__caddy-5404,caddyserver/caddy,960150bb034dc9a549ee7289b1a4eb4abafeb30a,0,0,0,0,0,43829,0,0,412,0,0,3
SWE-Bench Multilingual,caddyserver__caddy-5626,caddyserver/caddy,0e2c7e1d35b287fc0e56d6db2951f791e09b5a37,0,0,0,0,0,46248,0,0,1009,0,0,3
SWE-Bench Multilingual,caddyserver__caddy-5761,caddyserver/caddy,0a6d3333b2c92553e66c93c14d3258a790aac639,0,0,0,0,0,46511,0,0,1043,0,0,3
SWE-Bench Multilingual,caddyserver__caddy-5870,caddyserver/caddy,fae195ac7eb9f4b0e9436384cd0529a11355e367,0,0,0,0,0,47149,0,0,1055,0,0,3
SWE-Bench Multilingual,caddyserver__caddy-5995,caddyserver/caddy,c839a98ff527932fd14460829142c486f4531a7b,0,0,0,0,0,48149,0,0,1058,0,0,3
SWE-Bench Multilingual,caddyserver__caddy-6051,caddyserver/caddy,4181c79a8130a59c40c76437e15265452422ccb1,0,0,0,0,0,48640,0,0,1058,0,0,3
SWE-Bench Multilingual,caddyserver__caddy-6115,caddyserver/caddy,4512be49a9fa55270e9afa632be9ff6c9560c455,0,0,0,0,0,50947,0,0,1066,0,0,3
SWE-Bench Multilingual,caddyserver__caddy-6288,caddyserver/caddy,d129ae6aec6af2182217ee8a235f4df8cd2bbfde,0,0,0,0,0,53851,0,0,1066,0,0,3
SWE-Bench Multilingual,caddyserver__caddy-6345,caddyserver/caddy,f6d2c293e752254769efe21c8d06a16ebad4845e,0,0,0,0,0,54162,0,0,1066,0,0,3
SWE-Bench Multilingual,caddyserver__caddy-6350,caddyserver/caddy,a52917a37dcc40eda1ff5034103d4a89883de2aa,0,0,0,0,0,54167,0,0,1066,0,0,3
SWE-Bench Multilingual,caddyserver__caddy-6370,caddyserver/caddy,198f4385d2f72ccdd853825270f601bea7a7a190,0,0,0,0,0,54308,0,0,1066,0,0,3
SWE-Bench Multilingual,caddyserver__caddy-6411,caddyserver/caddy,59cbb2c83a03b6fe352ae0b5d05581d9148a4d24,0,0,0,0,0,55385,0,0,1087,0,0,3
SWE-Bench Multilingual,facebook__docusaurus-10130,facebook/docusaurus,02e38d8ccf7811af27a9c15ddbadf4d26cfc0eab,0,0,0,0,0,0,0,67898,393,0,74270,0
SWE-Bench Multilingual,facebook__docusaurus-10309,facebook/docusaurus,5e9e1d051b2217b95498ecbc10f7e33f64e7a4d3,0,0,0,0,0,0,0,67947,393,0,77471,0
SWE-Bench Multilingual,facebook__docusaurus-8927,facebook/docusaurus,41f1c1e3c26ad1e24acd3306077e2534dd8fa0db,0,0,0,0,0,0,0,64138,278,0,65914,0
SWE-Bench Multilingual,facebook__docusaurus-9183,facebook/docusaurus,b96004e77ebfb23e7349fa495d2177008186bd42,0,0,0,0,0,0,0,63662,393,0,66872,0
SWE-Bench Multilingual,facebook__docusaurus-9897,facebook/docusaurus,0589b1475d56b0b541348aa56f201ec7c56c56d5,0,0,0,0,0,0,0,67891,393,0,70579,0
SWE-Bench Multilingual,faker-ruby__faker-2705,faker-ruby/faker,4d52bc1e148d5290da10cb2775e244e0023778b0,0,0,0,0,0,0,0,0,0,19368,0,0
SWE-Bench Multilingual,faker-ruby__faker-2970,faker-ruby/faker,37a7ea2cdceae530d79197d887a347a877cd3dd4,0,0,0,0,0,0,0,0,0,20875,0,0
SWE-Bench Multilingual,fastlane__fastlane-19207,fastlane/fastlane,eadd030370cc62807c22fbb1af3663e98e293f8c,147,0,978,0,0,0,0,3,25,114410,0,0
SWE-Bench Multilingual,fastlane__fastlane-19304,fastlane/fastlane,9b6d47e74da8cf05a8993ec8b4c2c66a466ce358,147,0,978,0,0,0,0,3,25,115169,0,0
SWE-Bench Multilingual,fastlane__fastlane-19765,fastlane/fastlane,eaf77b0c319da3f18fc256aa79698aa239e58ef3,147,0,978,0,0,0,0,3,25,115529,0,0
SWE-Bench Multilingual,fastlane__fastlane-20642,fastlane/fastlane,950bb820237d52e15690408083e328f739ac0ef3,147,0,978,0,0,0,0,3,25,120420,0,0
SWE-Bench Multilingual,fastlane__fastlane-20958,fastlane/fastlane,6ff1c49bd90bdc29a94b6f99f568cf86fffc376d,147,0,978,0,0,0,0,3,25,121231,0,0
SWE-Bench Multilingual,fastlane__fastlane-20975,fastlane/fastlane,65db20a25897595169cb64d7e0900b8176aa62c3,147,0,978,0,0,0,0,3,25,122034,0,0
SWE-Bench Multilingual,fastlane__fastlane-21857,fastlane/fastlane,c18d01c03cf22b82ff5e2e03f01e59f956684708,159,0,978,0,0,0,0,3,25,124574,0,0
SWE-Bench Multilingual,fluent__fluentd-3328,fluent/fluentd,07df9a0d850a4f03d95ac82e3d818a90631ad9d3,0,0,0,0,0,0,0,0,0,75157,0,0
SWE-Bench Multilingual,fluent__fluentd-3466,fluent/fluentd,d2867c02472185f610a49cff1cf39c491df1039b,0,0,0,0,0,0,0,0,0,76155,0,0
SWE-Bench Multilingual,fluent__fluentd-3608,fluent/fluentd,a60603346483da721799ccb3faebcbdd757c5f16,0,0,0,0,0,0,0,0,0,78082,0,0
SWE-Bench Multilingual,fluent__fluentd-3616,fluent/fluentd,26c62cddbf236361b797eac498301c7d4a77d010,0,0,0,0,0,0,0,0,0,78122,0,0
SWE-Bench Multilingual,fluent__fluentd-3631,fluent/fluentd,e890533484dfb7d4546f68a84fdff9a98fb459bd,0,0,0,0,0,0,0,0,0,78152,0,0
SWE-Bench Multilingual,fluent__fluentd-3640,fluent/fluentd,8ced42ce86edf5a5c73e009cfd093e6c3fcc7e2d,0,0,0,0,0,0,0,0,0,78228,0,0
SWE-Bench Multilingual,fluent__fluentd-3641,fluent/fluentd,296f02180749bee4c22605474cd95194b04012d8,0,0,0,0,0,0,0,0,0,78183,0,0
SWE-Bench Multilingual,fluent__fluentd-3917,fluent/fluentd,c0f1db966a2809a13de217b0ec0adc9a29decc79,0,0,0,0,0,0,0,0,0,79886,0,0
SWE-Bench Multilingual,fluent__fluentd-4030,fluent/fluentd,a5bf404134f98f32c5cbcbc2f0989d9f88542853,0,0,0,0,0,0,0,0,0,80181,0,0
SWE-Bench Multilingual,fluent__fluentd-4311,fluent/fluentd,fcbcb567c93f8aff3e817371c18dc98b2a5094ff,0,0,0,0,0,0,0,0,0,81322,0,0
SWE-Bench Multilingual,fluent__fluentd-4598,fluent/fluentd,a6978e59adaced5626506d5083056c39f4b629bf,0,0,0,0,0,0,0,0,0,82568,0,0
SWE-Bench Multilingual,fluent__fluentd-4655,fluent/fluentd,6f5ea8971d1c9aa5cad29bf6aaf24789e868f842,0,0,0,0,0,0,0,0,0,82664,0,0
SWE-Bench Multilingual,fmtlib__fmt-1683,fmtlib/fmt,981b517ccf2d91bf3bf52c518ac43710b57b5e17,31425,14658,0,0,1144,0,0,2,401,0,0,0
SWE-Bench Multilingual,fmtlib__fmt-2310,fmtlib/fmt,7612f18dc8e0112e64e0845a1ebe9da6cfb8a123,23679,17801,0,0,1080,0,0,2,399,0,0,0
SWE-Bench Multilingual,fmtlib__fmt-2317,fmtlib/fmt,ece4b4b33a96db77beccca3957505e689cbc4279,23682,17812,0,0,1080,0,0,2,399,0,0,0
SWE-Bench Multilingual,fmtlib__fmt-2457,fmtlib/fmt,4b8bda25c05d9f959ffed9a0580f0ded623177e5,24145,18340,0,0,1252,0,0,2,399,0,0,0
SWE-Bench Multilingual,fmtlib__fmt-3158,fmtlib/fmt,80f8d34427d40ec5e7ce3b10ededc46bd4bd5759,26232,19227,0,0,1227,0,0,2,401,0,0,0
SWE-Bench Multilingual,fmtlib__fmt-3248,fmtlib/fmt,840ec8569ddb304345f082bb82d733742f431504,26407,19381,0,0,1227,0,0,2,401,0,0,0
SWE-Bench Multilingual,fmtlib__fmt-3272,fmtlib/fmt,0f42c17d85f26bbbd6a30d71ce8306d371426bfc,26336,19221,0,0,1226,0,0,2,401,0,0,0
SWE-Bench Multilingual,fmtlib__fmt-3729,fmtlib/fmt,5cfd28d476c6859617878f951931b8ce7d36b9df,26330,19421,0,0,1107,0,0,1,401,0,0,0
SWE-Bench Multilingual,fmtlib__fmt-3750,fmtlib/fmt,5471a2426c432503bdadeab0c03df387bea97463,26443,19442,0,0,1107,0,0,1,401,0,0,0
SWE-Bench Multilingual,fmtlib__fmt-3863,fmtlib/fmt,dfe5b12c08dfa803fe5a275b380991df25f4b52d,26926,19686,0,0,1138,0,0,1,401,0,0,0
SWE-Bench Multilingual,fmtlib__fmt-3901,fmtlib/fmt,365c3fbd258fb3df69007fc7a22c0472dd31dcbb,26989,19671,0,0,1138,0,0,1,401,0,0,0
SWE-Bench Multilingual,gin-gonic__gin-1805,gin-gonic/gin,70a0aba3e423246be37462cfdaedd510c26c566e,0,0,0,0,0,10512,0,0,0,0,0,0
SWE-Bench Multilingual,gin-gonic__gin-1957,gin-gonic/gin,09a3650c97ca7ef3a542d428a9fb2c8da8c18002,0,0,0,0,0,10926,0,0,0,0,0,0
SWE-Bench Multilingual,gin-gonic__gin-2121,gin-gonic/gin,2ee0e963942d91be7944dfcc07dc8c02a4a78566,0,0,0,0,0,11182,0,0,0,0,0,0
SWE-Bench Multilingual,gin-gonic__gin-2755,gin-gonic/gin,f2bbdfe9f26d84cb994f381050692a9e4553bf75,0,0,0,0,0,12677,0,0,0,0,0,0
SWE-Bench Multilingual,gin-gonic__gin-3227,gin-gonic/gin,51aea73ba0f125f6cacc3b4b695efdf21d9c634f,0,0,0,0,0,13807,0,0,0,0,0,0
SWE-Bench Multilingual,gin-gonic__gin-3741,gin-gonic/gin,c2ba8f19ec19914b73290c53a32de479cd463555,0,0,0,0,0,14019,0,0,0,0,0,0
SWE-Bench Multilingual,gin-gonic__gin-3820,gin-gonic/gin,9f598a31aafb92d675f38f1c8371e4ac76f858bf,0,0,0,0,0,14135,0,0,0,0,0,0
SWE-Bench Multilingual,gin-gonic__gin-4003,gin-gonic/gin,9c081de9cdd1948f521d47d170d18cbc2981c33a,0,0,0,0,0,15032,0,0,0,0,0,0
SWE-Bench Multilingual,gohugoio__hugo-12171,gohugoio/hugo,a322282e70c2935c79f9c0f5c593bfdd032eb964,0,0,0,0,0,131140,0,178,4318,0,0,0
SWE-Bench Multilingual,gohugoio__hugo-12204,gohugoio/hugo,b1de03f398620eb97e005ae01e1955627475b7c9,0,0,0,0,0,131434,0,178,4318,0,0,0
SWE-Bench Multilingual,gohugoio__hugo-12343,gohugoio/hugo,060cce0a910ffd9dc4e92efbe758fc5f187c3145,0,0,0,0,0,132687,0,178,4437,0,0,0
SWE-Bench Multilingual,gohugoio__hugo-12448,gohugoio/hugo,196132753649e6e714f05c83122737cabd0da310,0,0,0,0,0,133745,0,178,4427,0,0,0
SWE-Bench Multilingual,gohugoio__hugo-12562,gohugoio/hugo,c8dac67defbb512877e974814e196782989b8214,0,0,0,0,0,136077,0,3455,4439,0,0,0
SWE-Bench Multilingual,gohugoio__hugo-12579,gohugoio/hugo,9c4e14eb4f890d2a3caad2dcd9209609b7274914,0,0,0,0,0,136903,0,3455,4439,0,0,0
SWE-Bench Multilingual,gohugoio__hugo-12768,gohugoio/hugo,83235262d06a060bd22c168b3413903667b8aeb6,0,0,0,0,0,140632,0,3791,4359,0,0,0
SWE-Bench Multilingual,google__gson-1014,google/gson,7719e73a108c450666613c279bedaed724cd9cc9,0,0,24549,0,0,0,0,29,23215,0,0,0
SWE-Bench Multilingual,google__gson-1093,google/gson,0aaef0fd1bb1b9729543dc40168adfb829eb75a4,0,0,24667,0,0,0,0,29,23215,0,0,0
SWE-Bench Multilingual,google__gson-1100,google/gson,f0aa1118e9ef66ed324f9a63cdfb551cb4e9eca5,0,0,24782,0,0,0,0,29,23215,0,0,0
SWE-Bench Multilingual,google__gson-2024,google/gson,16b42ff5805074126c2e5484450c182773e408a2,0,0,25774,0,0,0,0,0,0,0,0,0
SWE-Bench Multilingual,google__gson-2061,google/gson,be0a1f4ff74bcd01580887cc9f3ec592d773f24c,0,0,25860,0,0,0,0,0,0,0,0,0
SWE-Bench Multilingual,google__gson-2134,google/gson,96ab171eb48dcea94fd9b8f425f65c531e6c3aad,0,0,26426,0,0,0,0,0,0,0,0,0
SWE-Bench Multilingual,google__gson-2158,google/gson,796193d0326a2f44bc314bf24262732ea3e64014,0,0,27829,0,0,0,0,0,0,0,0,0
SWE-Bench Multilingual,google__gson-2311,google/gson,9f26679e7a96f0bb9952c326b2d9f79ef03ea9f5,0,0,30993,0,0,0,0,0,0,0,0,0
SWE-Bench Multilingual,google__gson-2479,google/gson,4dfae77af3d543bea2782f85a154cc070290f086,0,0,33596,0,0,0,0,0,0,0,0,0
SWE-Bench Multilingual,hashicorp__terraform-34580,hashicorp/terraform,8faa757e20d8df6c458a002c6bd4e1bc26f41581,0,0,0,0,0,373193,0,0,0,0,0,0
SWE-Bench Multilingual,hashicorp__terraform-34814,hashicorp/terraform,310331bdc6b747b68b2e2dd6be257dfc78677973,0,0,0,0,0,381357,0,0,0,0,0,0
SWE-Bench Multilingual,hashicorp__terraform-34900,hashicorp/terraform,f2e4cb411ed6dfd36fd4f9960a74d8f29c7b8882,0,0,0,0,0,374278,0,0,0,0,0,0
SWE-Bench Multilingual,hashicorp__terraform-35543,hashicorp/terraform,24833a2b062126a71ef30a86a6d1fc3823afdfdb,0,0,0,0,0,397237,0,0,0,0,0,0
SWE-Bench Multilingual,hashicorp__terraform-35611,hashicorp/terraform,047c1af0b4a9e1e650f3811d011bcb92b2ceb15a,0,0,0,0,0,398323,0,0,0,0,0,0
SWE-Bench Multilingual,immutable-js__immutable-js-2005,immutable-js/immutable-js,77434b3cbbc8ee21206f4cc6965e1c9b09cc92b6,0,0,0,0,0,0,0,7205,0,0,11114,0
SWE-Bench Multilingual,immutable-js__immutable-js-2006,immutable-js/immutable-js,493afba6ec17d9c999dc5a15ac80c71c6bdba1c3,0,0,0,0,0,0,0,7274,0,0,10731,0
SWE-Bench Multilingual,javaparser__javaparser-4538,javaparser/javaparser,e0eb16b8870fc05c03ab794e502dd76f97422e26,0,0,213183,0,0,0,0,0,0,0,0,0
SWE-Bench Multilingual,javaparser__javaparser-4561,javaparser/javaparser,5be2e76b62e43b3c524b94463afe2294ac419fc8,0,0,214450,0,0,0,0,0,0,0,0,0
SWE-Bench Multilingual,jekyll__jekyll-8047,jekyll/jekyll,ab6ef0b257e4c7aafec0518d93bea3e9c4b75b75,0,0,0,0,0,0,0,1073,974,15947,0,3
SWE-Bench Multilingual,jekyll__jekyll-8167,jekyll/jekyll,11dd8934166d0947055bc01017426bad01277bc1,0,0,0,0,0,0,0,1073,993,16146,0,3
SWE-Bench Multilingual,jekyll__jekyll-8761,jekyll/jekyll,310459370ad8bb9c0b574735dcca4868a5f05803,0,0,0,0,0,0,0,1073,1005,17199,0,3
SWE-Bench Multilingual,jekyll__jekyll-8771,jekyll/jekyll,d45fb9647761c8c208865f71cedb9f2f0dc26f1d,0,0,0,0,0,0,0,1073,1005,17310,0,3
SWE-Bench Multilingual,jekyll__jekyll-9141,jekyll/jekyll,bb851e235dfbe1f197388aea3e7f0eeb1b50c4e3,0,0,0,0,0,0,0,1073,1005,17475,0,3
SWE-Bench Multilingual,jordansissel__fpm-1829,jordansissel/fpm,c7e7b187316a0969c90706b04db35e78b0e2fc09,0,0,0,0,155,0,0,0,0,8408,0,0
SWE-Bench Multilingual,jordansissel__fpm-1850,jordansissel/fpm,809c7269442f6b6e4be7c3d480bb4489caa281c5,0,0,0,0,155,0,0,0,0,8580,0,0
SWE-Bench Multilingual,jqlang__jq-2235,jqlang/jq,b8816caf0a7f58c6483f4344e222a6fea47732e8,32742,0,0,0,273,0,0,50,38,0,0,0
SWE-Bench Multilingual,jqlang__jq-2598,jqlang/jq,4dc2a2fb9df94ec45d107b798173c7db9c695a7f,32956,0,0,0,283,0,0,50,38,0,0,0
SWE-Bench Multilingual,jqlang__jq-2650,jqlang/jq,d8072564c28d38d29aa0a7c416621f02c19f7f44,32953,0,0,0,283,0,0,50,38,0,0,0
SWE-Bench Multilingual,jqlang__jq-2658,jqlang/jq,c077b95ba2dcaafee39e302cc086bf99fa9248d0,32946,0,0,0,283,0,0,50,38,0,0,0
SWE-Bench Multilingual,jqlang__jq-2681,jqlang/jq,c08ecbaf239592018a2050b8515040d4a9f2e7aa,32979,0,0,0,283,0,0,50,38,0,0,0
SWE-Bench Multilingual,jqlang__jq-2728,jqlang/jq,87e3dfddb80015bd71259a4a295ca73bed398bd2,33011,0,0,0,291,0,0,50,38,0,0,0
SWE-Bench Multilingual,jqlang__jq-2750,jqlang/jq,98f709d0c1fd87a8b6a3e10c679442667712b264,33052,0,0,0,306,0,0,50,38,0,0,0
SWE-Bench Multilingual,jqlang__jq-2839,jqlang/jq,f86566b2631b777c0d0c9a4572eb21146a14829b,33812,0,0,0,319,0,0,34,38,0,0,0
SWE-Bench Multilingual,jqlang__jq-2919,jqlang/jq,7f547827e47b5ade563a293329deb4226496d72f,33861,0,0,0,319,0,0,34,38,0,0,0
SWE-Bench Multilingual,laravel__framework-46234,laravel/framework,3799f7f3118d57dc5d3dfaabde69a912fff65a7e,0,0,0,0,0,0,0,0,0,0,0,212132
SWE-Bench Multilingual,laravel__framework-48573,laravel/framework,0bf186a30279212a44d6818f8db6ddf70baa4d1a,0,0,0,0,0,0,0,0,0,0,0,224315
SWE-Bench Multilingual,laravel__framework-48636,laravel/framework,4a9ae49f3969c4648b5ee000e6692a449e34c2a8,0,0,0,0,0,0,0,0,0,0,0,224350
SWE-Bench Multilingual,laravel__framework-51195,laravel/framework,5362c4aa52beb83078b4c25d980f4d3ff1fff69e,0,0,0,0,0,0,0,0,0,0,0,246706
SWE-Bench Multilingual,laravel__framework-51890,laravel/framework,5ed0ce8bbbc50843f4a63b47ed7004326e546697,0,0,0,0,0,0,0,58,0,0,0,249420
SWE-Bench Multilingual,laravel__framework-52451,laravel/framework,b8ca298a5475497d01b194ed5688441454d8ee34,0,0,0,0,0,0,0,58,0,0,0,253843
SWE-Bench Multilingual,laravel__framework-52680,laravel/framework,bb670ae486579b6121dc21f3dee35a1b50825746,0,0,0,0,0,0,0,58,0,0,0,257195
SWE-Bench Multilingual,laravel__framework-52684,laravel/framework,455598c577fab3898e1d84ddbaa142780c8b192d,0,0,0,0,0,0,0,58,0,0,0,257219
SWE-Bench Multilingual,laravel__framework-52866,laravel/framework,4c7850844e218b4fa25e29c83bc80b7ef06836cb,0,0,0,0,0,0,0,58,0,0,0,258727
SWE-Bench Multilingual,laravel__framework-53206,laravel/framework,5c9cb78beb156b501c25e571739982f05aab90c9,0,0,0,0,0,0,0,58,0,0,0,260118
SWE-Bench Multilingual,laravel__framework-53696,laravel/framework,9ec9479e8e10d766eeeb85a3bdd451a505abf8ec,0,0,0,0,0,0,0,58,0,0,0,262934
SWE-Bench Multilingual,laravel__framework-53914,laravel/framework,37d48c45e0e2496c3acecee431416c1d1aab52bb,0,0,0,0,0,0,0,58,0,0,0,264197
SWE-Bench Multilingual,laravel__framework-53949,laravel/framework,3ac290c1a551bd6aaf2c2cc46cec1e42facae0e4,0,0,0,0,0,0,0,58,0,0,0,264332
SWE-Bench Multilingual,micropython__micropython-10095,micropython/micropython,cc26bf7406dac7822de347d14a9935c101d7e8aa,286647,27,0,0,50797,0,0,89,185,0,0,0
SWE-Bench Multilingual,micropython__micropython-12158,micropython/micropython,c0d4c604e6a140c0f2967e1b43fd94d0b029c73f,293849,27,0,0,53680,0,0,89,185,0,0,0
SWE-Bench Multilingual,micropython__micropython-13039,micropython/micropython,fce8d9fd55409ab1027beee5671bc653fb5beb97,288151,31,0,0,52904,0,0,89,185,0,0,0
