eval_set,instance_id,repo,commit,C,C++,Java,Kotlin,Python,Go,Rust,JavaScript,HTML,Ruby,TypeScript,PHP
SWE-Bench Pro,instance_NodeBB__NodeBB-51d8f3b195bddb13a13ddc0de110722774d9bb1b-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,NodeBB/NodeBB,da2441b9bd293d7188ee645be3322a7305a43a19,0,0,0,0,0,0,0,100775,329,0,0,0
SWE-Bench Pro,instance_NodeBB__NodeBB-7b8bffd763e2155cf88f3ebc258fa68ebe18188d-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,NodeBB/NodeBB,e0149462b3f4e7c843d89701ad9edd2e744d7593,0,0,0,0,0,0,0,95572,330,0,0,0
SWE-Bench Pro,instance_NodeBB__NodeBB-f2082d7de85eb62a70819f4f3396dd85626a0c0a-vd59a5728dfc977f44533186ace531248c2917516,NodeBB/NodeBB,f0d989e4ba5b0dccff6e56022fc6d378d05ab404,0,0,0,0,0,0,0,95261,330,0,0,0
SWE-Bench Pro,instance_NodeBB__NodeBB-be43cd25974681c9743d424238b7536c357dc8d3-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,NodeBB/NodeBB,f24b630e1afcb8135144be66d67a09a61b21753e,0,0,0,0,0,0,0,88705,330,0,0,0
SWE-Bench Pro,instance_NodeBB__NodeBB-8ca65b0c78c67c1653487c02d1135e1b702185e1-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,NodeBB/NodeBB,f2c0c18879ffdeea8d643ffa05a188e43f14afee,0,0,0,0,0,0,0,96332,330,0,0,0
SWE-Bench Pro,instance_NodeBB__NodeBB-da0211b1a001d45d73b4c84c6417a4f1b0312575-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,NodeBB/NodeBB,f8cfe64c7e5243ac394695293d7517b0b509a4b3,0,0,0,0,0,0,0,99898,252,0,0,0
SWE-Bench Pro,instance_ansible__ansible-83fb24b923064d3576d473747ebbe62e4535c9e3-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,0044091a055dd9cd448f7639a65b7e8cc3dacbf1,0,0,0,0,185935,61,0,100,579,0,0,0
SWE-Bench Pro,instance_ansible__ansible-0fd88717c953b92ed8a50495d55e630eb5d59166-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,016b7f71b10539c90ddbb3246f19f9cbf0e65428,0,0,0,0,186634,61,0,4,124,0,0,0
SWE-Bench Pro,instance_ansible__ansible-ecea15c508f0e081525be036cf76bbb56dbcdd9d-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,01e7915b0a9778a934a0f0e9e9d110dbef7e31ec,0,0,0,0,213803,61,0,100,569,0,0,0
SWE-Bench Pro,instance_ansible__ansible-d6d2251929c84c3aa883bad7db0f19cc9ff0339e-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,02e00aba3fd7b646a4f6d6af72159c2b366536bf,0,0,0,0,181478,61,0,0,0,0,0,0
SWE-Bench Pro,instance_ansible__ansible-be2c376ab87e3e872ca21697508f12c6909cf85a-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,034e9b0252b9aafe27804ba72320ad99b3344090,0,0,0,0,185640,61,0,100,575,0,0,0
SWE-Bench Pro,instance_ansible__ansible-eea46a0d1b99a6dadedbb6a3502d599235fa7ec3-v390e508d27db7a51eece36bb6d9698b63a5b638a,ansible/ansible,07e7b69c04116f598ed2376616cbb46343d9a0e9,0,0,0,0,1250543,61,0,127,490,0,0,0
SWE-Bench Pro,instance_ansible__ansible-b748edea457a4576847a10275678127895d2f02f-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,08da8f49b83adec1427abb350d734e6c0569410e,0,0,0,0,213994,61,0,100,569,0,0,0
SWE-Bench Pro,instance_ansible__ansible-5e369604e1930b1a2e071fecd7ec5276ebd12cb1-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,0fae2383dafba38cdd0f02bcc4da1b89f414bf93,0,0,0,0,185006,61,0,4,125,0,0,0
SWE-Bench Pro,instance_ansible__ansible-5d253a13807e884b7ce0b6b57a963a45e2f0322c-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,14e7f05318ddc421330209eece0e891d0eaef10d,0,0,0,0,187822,61,0,4,125,0,0,0
SWE-Bench Pro,instance_ansible__ansible-1a4644ff15355fd696ac5b9d074a566a80fe7ca3-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,1503805b703787aba06111f67e7dc564e3420cad,0,0,0,0,179907,61,0,0,0,0,0,0
SWE-Bench Pro,instance_ansible__ansible-bf98f031f3f5af31a2d78dc2f0a58fe92ebae0bb-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,17332532973343248297e3d3c746738d1f3b2f56,0,0,0,0,215562,61,0,100,571,0,0,0
SWE-Bench Pro,instance_ansible__ansible-a6e671db25381ed111bbad0ab3e7d97366395d05-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,1f59bbf4f39504c8f2087f8132f2475a6ac38dcb,0,0,0,0,185236,61,0,4,125,0,0,0
SWE-Bench Pro,instance_ansible__ansible-7e1a347695c7987ae56ef1b6919156d9254010ad-v390e508d27db7a51eece36bb6d9698b63a5b638a,ansible/ansible,20ec92728004bc94729ffc08cbc483b7496c0c1f,0,0,0,0,1443599,61,0,127,490,0,0,0
SWE-Bench Pro,instance_ansible__ansible-1bd7dcf339dd8b6c50bc16670be2448a206f4fdb-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,20ef733ee02ba688757998404c1926381356b031,0,0,0,0,192448,61,0,100,579,0,0,0
SWE-Bench Pro,instance_ansible__ansible-e40889e7112ae00a21a2c74312b330e67a766cc0-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,225ae65b0fcf0931c9ce58d68a28d1883d5bf451,0,0,0,0,214092,61,0,100,569,0,0,0
SWE-Bench Pro,instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,252685092cacdd0f8b485ed6f105ec7acc29c7a4,0,0,0,0,185860,61,0,100,579,0,0,0
SWE-Bench Pro,instance_ansible__ansible-811093f0225caa4dd33890933150a81c6a6d5226-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,254de2a43487c61adf3cdc9e35d8a9aa58a186a3,0,0,0,0,186209,61,0,4,125,0,0,0
SWE-Bench Pro,instance_ansible__ansible-29aea9ff3466e4cd2ed00524b9e56738d568ce8b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,270f109bb3af5c2498725b384f77ddc26da2fb73,0,0,0,0,190414,61,0,100,579,0,0,0
SWE-Bench Pro,instance_ansible__ansible-502270c804c33d3bc963930dc85e0f4ca359674d-v7eee2454f617569fd6889f2211f75bc02a35f9f8,ansible/ansible,2ad10ffe43baaa849acdfa3a9dedfc1824c021d3,0,0,0,0,192350,61,0,100,579,0,0,0
SWE-Bench Pro,instance_ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,3398c102b5c41d48d0cbc2d81f9c004f07ac3fcb,0,0,0,0,181857,61,0,0,0,0,0,0
SWE-Bench Pro,instance_ansible__ansible-ea04e0048dbb3b63f876aad7020e1de8eee9f362-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,341a6be78d7fc1701b0b120fc9df1c913a12948c,0,0,0,0,215380,61,0,100,569,0,0,0
SWE-Bench Pro,instance_ansible__ansible-709484969c8a4ffd74b839a673431a8c5caa6457-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,35809806d3ab5d66fbb9696dc6a0009383e50673,0,0,0,0,200621,61,0,100,569,0,0,0
SWE-Bench Pro,instance_ansible__ansible-8127abbc298cabf04aaa89a478fc5e5e3432a6fc-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,3684b4824d367f866d038c5373f975503580d49e,0,0,0,0,182395,61,0,0,0,0,0,0
SWE-Bench Pro,instance_ansible__ansible-949c503f2ef4b2c5d668af0492a5c0db1ab86140-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,375d3889de9f437bc120ade623c170198629375d,0,0,0,0,182921,61,0,0,0,0,0,0
SWE-Bench Pro,instance_ansible__ansible-a7d2a4e03209cff1e97e59fd54bb2b05fdbdbec6-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,38067860e271ce2f68d6d5d743d70286e5209623,0,0,0,0,188954,61,0,4,117,0,0,0
SWE-Bench Pro,instance_ansible__ansible-106909db8b730480615f4a33de0eb5b710944e78-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,3fffddc18305f4d910774b57bc90e14456e7a15b,0,0,0,0,181638,61,0,0,0,0,0,0
SWE-Bench Pro,instance_ansible__ansible-935528e22e5283ee3f63a8772830d3d01f55ed8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,43300e22798e4c9bd8ec2e321d28c5e8d2018aeb,0,0,0,0,189464,61,0,100,579,0,0,0
SWE-Bench Pro,instance_ansible__ansible-9a21e247786ebd294dafafca1105fcd770ff46c6-v67cdaa49f89b34e42b69d5b7830b3c3ad3d8803f,ansible/ansible,4c8c40fd3d4a58defdc80e7d22aa8d26b731353e,0,0,0,0,192709,61,0,4,116,0,0,0
SWE-Bench Pro,instance_ansible__ansible-c1f2df47538b884a43320f53e787197793b105e8-v906c969b551b346ef54a2c0b41e04f632b7b73c2,ansible/ansible,57596edcca0ef3bc4d0d90a55d33ac433b407abb,0,0,0,0,1213863,61,0,103,462,0,0,0
SWE-Bench Pro,instance_ansible__ansible-cd9c4eb5a6b2bfaf4a6709f001ce3d0c92c1eed2-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,585ef6c55e87c10c1ce7d59ebe9c33dd6dbe5afb,0,0,0,0,182633,61,0,0,0,0,0,0
SWE-Bench Pro,instance_ansible__ansible-d9f1866249756efc264b00ff7497e92c11a9885f-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,59ca05b70994b07a9507f61a0871146a4991b262,0,0,0,0,179645,61,0,0,0,0,0,0
SWE-Bench Pro,instance_ansible__ansible-e0c91af45fa9af575d10fd3e724ebc59d2b2d6ac-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,5d15af3a9563271615fa1d0f5a99a175bfe41a9f,0,0,0,0,182536,61,0,0,0,0,0,0
SWE-Bench Pro,instance_ansible__ansible-489156378c8e97374a75a544c7c9c2c0dd8146d1-v390e508d27db7a51eece36bb6d9698b63a5b638a,ansible/ansible,5ee81338fcf7adbc1a8eda26dd8105a07825cb08,0,0,0,0,1489061,61,0,127,490,0,0,0
SWE-Bench Pro,instance_ansible__ansible-5e88cd9972f10b66dd97e1ee684c910c6a2dd25e-v906c969b551b346ef54a2c0b41e04f632b7b73c2,ansible/ansible,5fa2d29c9a06baa8cc5d271c41e23b1f99b3814a,0,0,0,0,990288,61,0,131,1228,0,0,0
SWE-Bench Pro,instance_ansible__ansible-1c06c46cc14324df35ac4f39a45fb3ccd602195d-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,6198c7377f545207218fe8eb2e3cfa9673ff8f5e,0,0,0,0,194615,61,0,0,0,0,0,0
SWE-Bench Pro,instance_ansible__ansible-b2a289dcbb702003377221e25f62c8a3608f0e89-v173091e2e36d38c978002990795f66cfc0af30ad,ansible/ansible,6382ea168a93d80a64aab1fbd8c4f02dc5ada5bf,0,0,0,0,183170,61,0,0,0,0,0,0
SWE-Bench Pro,instance_ansible__ansible-fb144c44144f8bd3542e71f5db62b6d322c7bd85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,662d34b9a7a1b3ab1d4847eeaef201a005826aef,0,0,0,0,215834,61,0,100,577,0,0,0
SWE-Bench Pro,instance_ansible__ansible-748f534312f2073a25a87871f5bd05882891b8c4-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,68e270d4cc2579e4659ed53aecbc5a3358b85985,0,0,0,0,188851,61,0,4,124,0,0,0
SWE-Bench Pro,instance_ansible__ansible-bec27fb4c0a40c5f8bbcf26a475704227d65ee73-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,6d34eb88d95c02013d781a29dfffaaf2901cd81f,0,0,0,0,182035,61,0,0,0,0,0,0
SWE-Bench Pro,instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,709484969c8a4ffd74b839a673431a8c5caa6457,0,0,0,0,200832,61,0,100,569,0,0,0
SWE-Bench Pro,instance_ansible__ansible-f02a62db509dc7463fab642c9c3458b9bc3476cc-v390e508d27db7a51eece36bb6d9698b63a5b638a,ansible/ansible,73248bf27d4c6094799512b95993382ea2139e72,0,0,0,0,1508688,61,0,127,553,0,0,0
SWE-Bench Pro,instance_ansible__ansible-a26c325bd8f6e2822d9d7e62f77a424c1db4fbf6-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,79f67ed56116be11b1c992fade04acf06d9208d1,0,0,0,0,186720,61,0,4,125,0,0,0
SWE-Bench Pro,instance_ansible__ansible-9142be2f6cabbe6597c9254c5bb9186d17036d55-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,7fff4086523678f3c6533da4c500f86f6fb47efa,0,0,0,0,188389,61,0,4,124,0,0,0
SWE-Bench Pro,instance_ansible__ansible-a02e22e902a69aeb465f16bf03f7f5a91b2cb828-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,813c25eed1e4832a8ae363455a2f40bb3de33c7f,0,0,0,0,186732,61,0,4,125,0,0,0
SWE-Bench Pro,instance_ansible__ansible-39bd8b99ec8c6624207bf3556ac7f9626dad9173-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,8502c2302871e35e59fb7092b4b01b937c934031,0,0,0,0,190500,61,0,100,579,0,0,0
SWE-Bench Pro,instance_ansible__ansible-4c5ce5a1a9e79a845aff4978cfeb72a0d4ecf7d6-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,8a175f59c939ca29ad56f3fa9edbc37a8656879a,0,0,0,0,187589,61,0,100,575,0,0,0
SWE-Bench Pro,instance_ansible__ansible-a20a52701402a12f91396549df04ac55809f68e9-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,8c044b846d1ea9e2a9c8870b1eaf6db3775e8e2c,0,0,0,0,212120,61,0,100,569,0,0,0
SWE-Bench Pro,instance_ansible__ansible-1ee70fc272aff6bf3415357c6e13c5de5b928d9b-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,9281148b623d4e2e8302778d91af3e84ab9579a9,0,0,0,0,214153,61,0,100,569,0,0,0
SWE-Bench Pro,instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,92df66480613d0f3c1f11ab27146e3162d2a5bd5,0,0,0,0,182450,61,0,0,0,0,0,0
SWE-Bench Pro,instance_ansible__ansible-cb94c0cc550df9e98f1247bc71d8c2b861c75049-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,96c19724394a32b9d3c596966be2f46e478681f8,0,0,0,0,192325,61,0,100,569,0,0,0
SWE-Bench Pro,instance_ansible__ansible-be59caa59bf47ca78a4760eb7ff38568372a8260-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,98726ad86c27b4cbd607f7be97ae0f56461fcc03,0,0,0,0,186276,61,0,100,575,0,0,0
SWE-Bench Pro,instance_ansible__ansible-40ade1f84b8bb10a63576b0ac320c13f57c87d34-v6382ea168a93d80a64aab1fbd8c4f02dc5ada5bf,ansible/ansible,9ab63986ad528a6ad5bf4c59fe104d5106d6ef9b,0,0,0,0,179963,61,0,0,0,0,0,0
SWE-Bench Pro,instance_ansible__ansible-b5e0293645570f3f404ad1dbbe5f006956ada0df-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,9b0d2decb24b5ef08ba3e27e4ab18dcf10afbbc4,0,0,0,0,179806,61,0,0,0,0,0,0
SWE-Bench Pro,instance_ansible__ansible-e64c6c1ca50d7d26a8e7747d8eb87642e767cd74-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,a0aad17912da687a3b0b5a573ab6ed0394b569ad,0,0,0,0,183092,61,0,0,0,0,0,0
SWE-Bench Pro,instance_ansible__ansible-de5858f48dc9e1ce9117034e0d7e76806f420ca8-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,a1730af91f94552e8aaff4bedfb8dcae00bd284d,0,0,0,0,184654,61,0,100,575,0,0,0
SWE-Bench Pro,instance_ansible__ansible-d30fc6c0b359f631130b0e979d9a78a7b3747d48-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,a58fcde3a0d7a93c363ae7af4e6ee03001b96d82,0,0,0,0,214375,61,0,100,569,0,0,0
