eval_set,instance_id,repo,commit,C,C++,Java,Kotlin,Python,Go,Rust,JavaScript,HTML,Ruby,TypeScript,PHP,golden_patch_added,golden_patch_deleted,golden_patch_total
SWE-Bench Verified,astropy__astropy-7336,astropy/astropy,732d89c2940156bdc0e200bb36dc38b5e424bcba,219405,364,0,0,175797,0,0,16038,2179,0,0,0,1,1,2
SWE-Bench Verified,astropy__astropy-14598,astropy/astropy,80c3854a5f4f4a6ab86c03d9db7854767fcd83c1,123313,0,0,0,284791,0,0,16323,79,0,0,0,2,2,4
SWE-Bench Verified,astropy__astropy-14508,astropy/astropy,a3f4ae6cd24d5ecdf49f213d77b3513dd509a06c,123313,0,0,0,284056,0,0,16323,79,0,0,0,5,19,24
SWE-Bench Verified,astropy__astropy-14182,astropy/astropy,a5917978be39d13cd90b517e1de4e7a539ffaa48,235716,0,0,0,281733,0,0,16323,79,0,0,0,31,10,41
SWE-Bench Verified,astropy__astropy-7671,astropy/astropy,a7141cd90019b62688d507ae056298507678c058,220021,364,0,0,178845,0,0,16038,2179,0,0,0,9,0,9
SWE-Bench Verified,astropy__astropy-8707,astropy/astropy,a85a0747c54bac75e9c3b2fe436b105ea029d6cf,227217,0,0,0,190773,0,0,16038,79,0,0,0,66,9,75
SWE-Bench Verified,astropy__astropy-14995,astropy/astropy,b16c7d12ccbc7b2d20364b89fb44285bcbfede54,123313,0,0,0,282955,0,0,16323,79,0,0,0,2,2,4
SWE-Bench Verified,astropy__astropy-8872,astropy/astropy,b750a0e6ee76fb6b8a099a4d16ec51977be46bf6,227217,0,0,0,191867,0,0,16038,79,0,0,0,4,7,11
SWE-Bench Verified,astropy__astropy-14539,astropy/astropy,c0a24c1dc957a3b565294213f435fefb2ec99714,123313,0,0,0,284132,0,0,16323,79,0,0,0,1,1,2
SWE-Bench Verified,astropy__astropy-14309,astropy/astropy,cdb66059a2feb44ee49021874605ba90801f9986,123313,0,0,0,282695,0,0,16323,79,0,0,0,2,3,5
SWE-Bench Verified,astropy__astropy-12907,astropy/astropy,d16bfe05a744909de4b27f5875fe0d4ed41ce607,222845,0,0,0,252081,0,0,16038,79,0,0,0,1,1,2
SWE-Bench Verified,astropy__astropy-14369,astropy/astropy,fa4e8d1cd279acf9b24560813c8652494ccd5922,123313,0,0,0,282939,0,0,16323,79,0,0,0,32,33,65
SWE-Bench Verified,django__django-11740,django/django,003bb34b218adb23d1a7e67932a6ba9b3c4dcc81,0,0,0,0,268878,0,0,20363,4600,0,0,0,4,1,5
SWE-Bench Verified,django__django-14787,django/django,004b4620f6f4ad87261e149898940f2dcd5757ef,0,0,0,0,305073,0,0,19696,4719,0,0,0,1,1,2
SWE-Bench Verified,django__django-14672,django/django,00ea883ef56fb5e092cbe4a6f7ff2e7470886ac4,0,0,0,0,300606,0,0,19654,4555,0,0,0,1,1,2
SWE-Bench Verified,django__django-16667,django/django,02c356f2f3945b8075735d485c3cf48cad991011,0,0,0,0,371672,0,0,19899,4932,0,0,0,2,0,2
SWE-Bench Verified,django__django-11885,django/django,04ac9b45a34440fa447feb6ae934687aacbfc5f4,0,0,0,0,269858,0,0,20363,4600,0,0,0,70,60,130
SWE-Bench Verified,django__django-11728,django/django,05457817647368be4b019314fcc655445a5b4c0c,0,0,0,0,268820,0,0,20363,4600,0,0,0,12,10,22
SWE-Bench Verified,django__django-11880,django/django,06909fe084f87a65459a83bd69d7cdbe4fce9a7c,0,0,0,0,269848,0,0,20363,4600,0,0,0,1,0,1
SWE-Bench Verified,django__django-14351,django/django,06fd4df41afb5aa1d681b853c3c08d8c688ca3a5,0,0,0,0,296620,0,0,19635,4545,0,0,0,9,0,9
SWE-Bench Verified,django__django-13658,django/django,0773837e15bb632afffb6848a58c59a791008fa1,0,0,0,0,290273,0,0,19544,4548,0,0,0,6,1,7
SWE-Bench Verified,django__django-13112,django/django,09914ccf688974e068941f55412b930729bafa06,0,0,0,0,283289,0,0,19495,4668,0,0,0,5,1,6
SWE-Bench Verified,django__django-15268,django/django,0ab58c120939093fea90822f376e1866fc714d1f,0,0,0,0,308255,0,0,19670,4741,0,0,0,12,1,13
SWE-Bench Verified,django__django-15278,django/django,0ab58c120939093fea90822f376e1866fc714d1f,0,0,0,0,308255,0,0,19670,4741,0,0,0,9,4,13
SWE-Bench Verified,django__django-14725,django/django,0af9a5fc7d765aa05ea784e2c3237675f3bb4b49,0,0,0,0,309844,0,0,19670,4748,0,0,0,10,3,13
SWE-Bench Verified,django__django-16819,django/django,0b0998dc151feb77068e2387c34cc50ef6b356ae,0,0,0,0,372929,0,0,20454,4942,0,0,0,5,0,5
SWE-Bench Verified,django__django-15572,django/django,0b31e024873681e187b574fe1c4afe5e48aeeecf,0,0,0,0,360232,0,0,19681,4793,0,0,0,2,2,4
SWE-Bench Verified,django__django-16032,django/django,0c3981eb5094419fe200eb46c71b5376a2266166,0,0,0,0,367026,0,0,19944,4856,0,0,0,3,8,11
SWE-Bench Verified,django__django-13925,django/django,0c42cdf0d2422f4c080e93594d5d15381d6e955e,0,0,0,0,292673,0,0,19548,4517,0,0,0,5,0,5
SWE-Bench Verified,django__django-16662,django/django,0eb3e9bd754e4c9fac8b616b705178727fc8031e,0,0,0,0,371644,0,0,19899,4932,0,0,0,4,1,5
SWE-Bench Verified,django__django-16938,django/django,1136aa5005f0ae70fea12796b7e37d6f027b9263,0,0,0,0,374815,0,0,20454,4942,0,0,0,6,2,8
SWE-Bench Verified,django__django-16454,django/django,1250483ebf73f7a82ff820b94092c63ce4238264,0,0,0,0,369503,0,0,19816,4826,0,0,0,10,0,10
SWE-Bench Verified,django__django-10554,django/django,14d026cccb144c6877294ba4cd4e03ebf0842498,0,0,0,0,265360,0,0,20085,4601,0,0,0,10,1,11
SWE-Bench Verified,django__django-13195,django/django,156a2138db20abc89933121e4ff2ee2ce56a173a,0,0,0,0,284161,0,0,19515,4668,0,0,0,16,6,22
SWE-Bench Verified,django__django-14053,django/django,179ee13eb37348cd87169a198aec18fedccc8668,0,0,0,0,294036,0,0,19544,4519,0,0,0,15,4,19
SWE-Bench Verified,django__django-14315,django/django,187118203197801c6cb72dc8b06b714b23b6dd3d,0,0,0,0,296507,0,0,19635,4545,0,0,0,2,3,5
SWE-Bench Verified,django__django-12754,django/django,18759b2209ff556aed7f20d83cbf23e3d234e41c,0,0,0,0,280321,0,0,19491,4667,0,0,0,10,0,10
SWE-Bench Verified,django__django-16136,django/django,19e6efa50b603af325e7f62058364f278596758f,0,0,0,0,367556,0,0,19944,4863,0,0,0,10,1,11
SWE-Bench Verified,django__django-11179,django/django,19fc6376ce67d01ca37a91ef2f55ef769f50513a,0,0,0,0,263706,0,0,20081,4601,0,0,0,1,0,1
SWE-Bench Verified,django__django-11400,django/django,1f8382d34d54061eddc41df6994e20ee38c60907,0,0,0,0,267819,0,0,20252,4600,0,0,0,19,7,26
SWE-Bench Verified,django__django-11265,django/django,21aa2a5e785eef1f47beb1c3760fdd7d8915ae09,0,0,0,0,264449,0,0,20081,4601,0,0,0,8,3,11
SWE-Bench Verified,django__django-11433,django/django,21b1d239125f1228e579b1ce8d94d4d5feadd2a6,0,0,0,0,264937,0,0,20085,4601,0,0,0,5,2,7
SWE-Bench Verified,django__django-13012,django/django,22a59c01c00cf9fbefaee0e8e67fab82bbaf1fd2,0,0,0,0,280671,0,0,19496,4665,0,0,0,3,0,3
SWE-Bench Verified,django__django-16502,django/django,246eb4836a6fb967880f838aa0d22ecfdca8b6f1,0,0,0,0,369363,0,0,19816,4826,0,0,0,26,1,27
SWE-Bench Verified,django__django-15973,django/django,2480554dc4ada4ecf3f6a08e318735a2e50783f3,0,0,0,0,366558,0,0,19763,4858,0,0,0,1,1,2
SWE-Bench Verified,django__django-13569,django/django,257f8495d6c93e30ab0f52af4c488d7344bcf112,0,0,0,0,289618,0,0,19515,4548,0,0,0,3,0,3
SWE-Bench Verified,django__django-16569,django/django,278881e37619278789942513916acafaa88d26f3,0,0,0,0,370073,0,0,19900,4926,0,0,0,3,1,4
SWE-Bench Verified,django__django-13089,django/django,27c09043da52ca1f02605bf28600bfd5ace95ae4,0,0,0,0,282885,0,0,19496,4663,0,0,0,6,3,9
SWE-Bench Verified,django__django-11276,django/django,28d5262fa3315690395f04e3619ed554dbaf725b,0,0,0,0,263995,0,0,20081,4601,0,0,0,5,21,26
SWE-Bench Verified,django__django-12325,django/django,29c126bb349526b5f1cd78facbe9f25906f18563,0,0,0,0,273647,0,0,20509,4638,0,0,0,2,6,8
SWE-Bench Verified,django__django-13449,django/django,2a55431a5678af52f669ffe7dff3dd0bd21727f8,0,0,0,0,287966,0,0,19515,4661,0,0,0,11,1,12
SWE-Bench Verified,django__django-15098,django/django,2c7846d992ca512d36a73f518205015c88ed088c,0,0,0,0,306962,0,0,19670,4722,0,0,0,1,1,2
SWE-Bench Verified,django__django-13128,django/django,2d67222472f80f251607ae1b720527afceba06ad,0,0,0,0,283365,0,0,19517,4668,0,0,0,24,19,43
SWE-Bench Verified,django__django-12308,django/django,2e0f04507b17362239ba49830d26fec504d46978,0,0,0,0,279376,0,0,19492,4643,0,0,0,5,0,5
SWE-Bench Verified,django__django-14155,django/django,2f13c476abe4ba787b6cb71131818341911f43cc,0,0,0,0,295338,0,0,19544,4519,0,0,0,10,3,13
SWE-Bench Verified,django__django-15277,django/django,30613d6a748fce18919ff8b0da166d9fda2ed9bc,0,0,0,0,308269,0,0,19670,4741,0,0,0,2,1,3
SWE-Bench Verified,django__django-14238,django/django,30e123ed351317b7527f632b3b7dc4e81e850449,0,0,0,0,295781,0,0,19612,4551,0,0,0,1,1,2
SWE-Bench Verified,django__django-11951,django/django,312049091288dbba2299de8d07ea3e3311ed7238,0,0,0,0,270355,0,0,20363,4600,0,0,0,2,1,3
SWE-Bench Verified,django__django-16263,django/django,321ecb40f4da842926e1bc07e11df4aabe53ca4b,0,0,0,0,368575,0,0,19919,4863,0,0,0,70,23,93
SWE-Bench Verified,django__django-12406,django/django,335c9c94acf263901fb023404408880245b0c4b4,0,0,0,0,274276,0,0,20509,4641,0,0,0,10,7,17
SWE-Bench Verified,django__django-11749,django/django,350123f38c2b6217c38d70bfbd924a9ba3df1289,0,0,0,0,269256,0,0,20363,4600,0,0,0,9,1,10
SWE-Bench Verified,django__django-15252,django/django,361bb8f786f112ee275be136795c0b1ecefff928,0,0,0,0,308213,0,0,19670,4741,0,0,0,6,2,8
SWE-Bench Verified,django__django-10999,django/django,36300ef336e3f130a0dadc1143163ff3d23dc843,0,0,0,0,261961,0,0,20253,4602,0,0,0,4,3,7
SWE-Bench Verified,django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,0,0,0,0,289740,0,0,19515,4548,0,0,0,10,2,12
SWE-Bench Verified,django__django-14580,django/django,36fa071d6ebd18a61c4d7f1b5c9d17106134bd44,0,0,0,0,298759,0,0,19654,4552,0,0,0,1,1,2
SWE-Bench Verified,django__django-15863,django/django,37c5b8c07be104fd5288cd87f101e48cb7a40298,0,0,0,0,367771,0,0,19922,4863,0,0,0,1,1,2
SWE-Bench Verified,django__django-16485,django/django,39f83765e12b0e5d260b7939fc3fe281d879b279,0,0,0,0,369269,0,0,19812,4826,0,0,0,1,1,2
SWE-Bench Verified,django__django-16801,django/django,3b62d8c83e3e48d2ed61cfa32a61c56d9e030293,0,0,0,0,372984,0,0,20454,4942,0,0,0,4,5,9
SWE-Bench Verified,django__django-12193,django/django,3fb7c12158a2402f0f80824f6778112071235803,0,0,0,0,272530,0,0,20500,4639,0,0,0,1,3,4
SWE-Bench Verified,django__django-13837,django/django,415f50298f97fb17f841a9df38d995ccf347dfcc,0,0,0,0,291953,0,0,19545,4507,0,0,0,5,5,10
SWE-Bench Verified,django__django-13810,django/django,429d089d0a8fbd400e0c010708df4f0d16218970,0,0,0,0,291723,0,0,19545,4507,0,0,0,4,2,6
SWE-Bench Verified,django__django-13933,django/django,42e8cf47c7ee2db238bf91197ea398126c546741,0,0,0,0,292763,0,0,19548,4517,0,0,0,5,1,6
SWE-Bench Verified,django__django-12965,django/django,437196da9a386bd4cc62b0ce3f2de4aba468613d,0,0,0,0,280289,0,0,19491,4667,0,0,0,2,0,2
SWE-Bench Verified,django__django-16255,django/django,444b6da7cc229a58a2c476a52e45233001dc7073,0,0,0,0,368260,0,0,19919,4863,0,0,0,1,1,2
SWE-Bench Verified,django__django-12708,django/django,447980e72ac01da1594dd3373a03ba40b7ee6f80,0,0,0,0,278185,0,0,19205,4642,0,0,0,6,1,7
SWE-Bench Verified,django__django-13401,django/django,453967477e3ddae704cd739eac2449c0e13d464c,0,0,0,0,287040,0,0,19515,4672,0,0,0,23,3,26
SWE-Bench Verified,django__django-14140,django/django,45814af6197cfd8f4dc72ee43b90ecde305a1d5a,0,0,0,0,294567,0,0,19544,4519,0,0,0,4,8,12
SWE-Bench Verified,django__django-14017,django/django,466920f6d726eee90d5566e0a9948e92b33a122e,0,0,0,0,293144,0,0,19544,4519,0,0,0,1,1,2
SWE-Bench Verified,django__django-14855,django/django,475cffd1d64c690cdad16ede4d5e81985738ceb4,0,0,0,0,304154,0,0,19654,4542,0,0,0,5,1,6
SWE-Bench Verified,django__django-14771,django/django,4884a87e022056eda10534c13d74e49b8cdda632,0,0,0,0,304016,0,0,19648,4719,0,0,0,5,0,5
SWE-Bench Verified,django__django-17087,django/django,4a72da71001f154ea60906a2f74898d32b7322a7,0,0,0,0,376427,0,0,20497,4958,0,0,0,1,1,2
SWE-Bench Verified,django__django-11066,django/django,4b45b6c8e4d7c9701a332e80d3b1c84209dc36e2,0,0,0,0,265050,0,0,20085,4601,0,0,0,1,1,2
SWE-Bench Verified,django__django-12304,django/django,4c1b401e8250f9f520b3c7dc369554477ce8b15a,0,0,0,0,273481,0,0,20509,4638,0,0,0,1,0,1
SWE-Bench Verified,django__django-14765,django/django,4e8121e8e42a24acc3565851c9ef50ca8322b15c,0,0,0,0,301578,0,0,19654,4555,0,0,0,4,3,7
SWE-Bench Verified,django__django-16560,django/django,51c9bb7cd16081133af4f0ab6d06572660309730,0,0,0,0,370209,0,0,19900,4926,0,0,0,70,15,85
SWE-Bench Verified,django__django-12741,django/django,537d422942b53bc0a2b6a51968f379c0de07793c,0,0,0,0,277997,0,0,17182,4641,0,0,0,6,3,9
SWE-Bench Verified,django__django-12276,django/django,53d8646f799de7f92ab9defe9dc56c6125448102,0,0,0,0,273320,0,0,20509,4638,0,0,0,3,3,6
SWE-Bench Verified,django__django-12143,django/django,5573a54d409bb98b5c5acdb308310bed02d392c2,0,0,0,0,271873,0,0,20501,4638,0,0,0,3,1,4
SWE-Bench Verified,django__django-11333,django/django,55b68de643b5c2d5f0a8ea7587ab3b2966021ccc,0,0,0,0,266268,0,0,20085,4601,0,0,0,7,3,10
SWE-Bench Verified,django__django-16612,django/django,55bcbd8d172b689811fae17cde2f09218dd74e9c,0,0,0,0,370514,0,0,19900,4926,0,0,0,3,1,4
SWE-Bench Verified,django__django-11206,django/django,571ab44e8a8936014c22e7eebe4948d9611fd7ce,0,0,0,0,263746,0,0,20081,4601,0,0,0,8,0,8
SWE-Bench Verified,django__django-13410,django/django,580a4341cb0b4cbfc215a70afc004875a7e815f4,0,0,0,0,287445,0,0,19515,4661,0,0,0,7,4,11
SWE-Bench Verified,django__django-12039,django/django,58c1acb1d6054dfec29d0f30b1033bae6ef62aec,0,0,0,0,271172,0,0,20504,4638,0,0,0,9,3,12
SWE-Bench Verified,django__django-15554,django/django,59ab3fd0e9e606d7f0f7ca26609c06ee679ece97,0,0,0,0,359356,0,0,19681,4773,0,0,0,38,9,47
SWE-Bench Verified,django__django-12209,django/django,5a68f024987e6d16c2626a31bf653a2edddea579,0,0,0,0,273067,0,0,20500,4638,0,0,0,1,0,1
SWE-Bench Verified,django__django-14311,django/django,5a8e8f80bb82a867eab7e4d9d099f21d0a976d22,0,0,0,0,297394,0,0,19635,4549,0,0,0,7,2,9
SWE-Bench Verified,django__django-12713,django/django,5b884d45ac5b76234eca614d90c83b347294c332,0,0,0,0,277595,0,0,17182,4641,0,0,0,19,11,30
SWE-Bench Verified,django__django-16116,django/django,5d36a8266c7d5d1994d7a7eeb4016f80d9cb0401,0,0,0,0,367477,0,0,19944,4863,0,0,0,6,3,9
SWE-Bench Verified,django__django-11141,django/django,5d9cf79baf07fc4aed7ad1b06990532a65378155,0,0,0,0,269878,0,0,20363,4600,0,0,0,4,6,10
SWE-Bench Verified,django__django-14434,django/django,5e04e84d67da8163f365e9f5fcd169e2630e2873,0,0,0,0,297271,0,0,19635,4545,0,0,0,4,4,8
SWE-Bench Verified,django__django-15814,django/django,5eb6a2b33d70b9889e1cafa12594ad6f80773d3a,0,0,0,0,364926,0,0,19725,4848,0,0,0,1,0,1
SWE-Bench Verified,django__django-16333,django/django,60a7bd89860e504c0c33b02c78edcac87f6d1b5a,0,0,0,0,369358,0,0,19919,4863,0,0,0,2,0,2
SWE-Bench Verified,django__django-14007,django/django,619f26d2895d121854b1bed1b535d42b722e2eba,0,0,0,0,295734,0,0,19612,4551,0,0,0,15,6,21
SWE-Bench Verified,django__django-15930,django/django,63884829acd207404f2a5c3cc1d6b4cd0a822b70,0,0,0,0,365777,0,0,19763,4851,0,0,0,5,0,5
SWE-Bench Verified,django__django-15695,django/django,647480166bfe7532e8c471fef0146e3a17e6c0c9,0,0,0,0,363185,0,0,19721,4848,0,0,0,3,0,3
SWE-Bench Verified,django__django-15315,django/django,652c68ffeebd510a6f59e1b56b3e007d07683ad8,0,0,0,0,308939,0,0,19670,4747,0,0,0,1,5,6
SWE-Bench Verified,django__django-13513,django/django,6599608c4d0befdcb820ddccce55f183f247ae4f,0,0,0,0,288726,0,0,19515,4547,0,0,0,23,21,44
SWE-Bench Verified,django__django-12774,django/django,67f9d076cfc1858b94f9ed6d1a5ce2327dcc8d0d,0,0,0,0,278136,0,0,19205,4642,0,0,0,11,1,12
SWE-Bench Verified,django__django-11299,django/django,6866c91b638de5368c18713fa851bfe56253ea55,0,0,0,0,264082,0,0,20081,4601,0,0,0,1,1,2
SWE-Bench Verified,django__django-12262,django/django,69331bb851c34f05bc77e9fc24020fe6908b9cd5,0,0,0,0,273119,0,0,20509,4638,0,0,0,1,1,2
SWE-Bench Verified,django__django-15629,django/django,694cf458f16b8d340a3195244196980b2dec34fd,0,0,0,0,361373,0,0,19721,4798,0,0,0,34,8,42
SWE-Bench Verified,django__django-15561,django/django,6991880109e35c879b71b7d9d9c154baeec12b89,0,0,0,0,360106,0,0,19681,4793,0,0,0,20,15,35
SWE-Bench Verified,django__django-14539,django/django,6a5ef557f80a8eb6a758ebe99c8bb477ca47459e,0,0,0,0,299023,0,0,19654,4555,0,0,0,3,2,5
SWE-Bench Verified,django__django-16429,django/django,6c86495bcee22eac19d7fb040b2988b830707cbd,0,0,0,0,371434,0,0,19965,4863,0,0,0,1,0,1
SWE-Bench Verified,django__django-13279,django/django,6e9c5ee88fc948e05b4a7d9f82a8861ed2b0343d,0,0,0,0,285684,0,0,19515,4668,0,0,0,9,0,9
SWE-Bench Verified,django__django-14170,django/django,6efc35b4fe3009666e56a60af0675d7d532bf4ff,0,0,0,0,295129,0,0,19544,4519,0,0,0,30,8,38
SWE-Bench Verified,django__django-13417,django/django,71ae1ab0123582cc5bfe0f7d5f4cc19a9412f396,0,0,0,0,287275,0,0,19515,4661,0,0,0,6,1,7
SWE-Bench Verified,django__django-15380,django/django,71e7c8e73712419626f1c2b6ec036e8559a2d667,0,0,0,0,309972,0,0,19670,4748,0,0,0,1,1,2
SWE-Bench Verified,django__django-14493,django/django,7272e1963ffdf39c1d4fe225d5425a45dd095d11,0,0,0,0,297910,0,0,19660,4549,0,0,0,1,0,1
SWE-Bench Verified,django__django-13590,django/django,755dbf39fcdc491fe9b588358303e259c7750be4,0,0,0,0,289687,0,0,19515,4548,0,0,0,5,1,6
SWE-Bench Verified,django__django-13363,django/django,76e0151ea0e0f56dca66cee846a78b89346d2c4c,0,0,0,0,286759,0,0,19515,4668,0,0,0,2,2,4
SWE-Bench Verified,django__django-16256,django/django,76e37513e22f4d9a01c7f15eee36fe44388e6670,0,0,0,0,368317,0,0,19919,4863,0,0,0,55,0,55
SWE-Bench Verified,django__django-15382,django/django,770d3e6a4ce8e0a91a9e27156036c1985e74d4a3,0,0,0,0,310343,0,0,19670,4748,0,0,0,12,7,19
SWE-Bench Verified,django__django-13028,django/django,78ad4b4b0201003792bfdbf1a7781cbc9ee03539,0,0,0,0,281739,0,0,19496,4663,0,0,0,4,1,5
SWE-Bench Verified,django__django-11551,django/django,7991111af12056ec9a856f35935d273526338c1f,0,0,0,0,266545,0,0,20085,4601,0,0,0,21,21,42
SWE-Bench Verified,django__django-13158,django/django,7af8f4127397279d19ef7c7899e93018274e2f9b,0,0,0,0,283588,0,0,19515,4668,0,0,0,3,0,3
SWE-Bench Verified,django__django-11095,django/django,7d49ad76562e8c0597a0eb66046ab423b12888d8,0,0,0,0,263735,0,0,20081,4601,0,0,0,5,1,6
SWE-Bench Verified,django__django-16315,django/django,7d5329852f19c6ae78c6f6f3d3e41835377bf295,0,0,0,0,369238,0,0,19919,4863,0,0,0,6,7,13
SWE-Bench Verified,django__django-15987,django/django,7e6b537f5b92be152779fc492bb908d27fe7c52a,0,0,0,0,366468,0,0,19763,4858,0,0,0,1,1,2
SWE-Bench Verified,django__django-14608,django/django,7f33c1e22dbc34a7afae7967783725b10f1f13b1,0,0,0,0,299735,0,0,19654,4555,0,0,0,5,2,7
SWE-Bench Verified,django__django-13551,django/django,7f9e4524d6b23424cf44fbe1bf1f4e70f6bb066e,0,0,0,0,289320,0,0,19515,4548,0,0,0,6,4,10
SWE-Bench Verified,django__django-12419,django/django,7fa1a93c6c8109010a6ff3f604fda83b604e0e97,0,0,0,0,274336,0,0,20509,4641,0,0,0,1,1,2
SWE-Bench Verified,django__django-11087,django/django,8180ffba21bf10f4be905cb0d4890dc2bcff2788,0,0,0,0,263765,0,0,20081,4601,0,0,0,25,5,30
SWE-Bench Verified,django__django-10880,django/django,838e432e3e5519c5383d12018e6c78f8ec7833c1,0,0,0,0,262482,0,0,20253,4597,0,0,0,1,1,2
SWE-Bench Verified,django__django-9296,django/django,84322a29ce9b0940335f8ab3d60e55192bef1e50,0,0,0,0,269760,0,0,20363,4600,0,0,0,4,0,4
SWE-Bench Verified,django__django-14631,django/django,84400d2e9db7c51fee4e9bb04c028f665b8e7624,0,0,0,0,299763,0,0,19654,4555,0,0,0,31,34,65
SWE-Bench Verified,django__django-13406,django/django,84609b3205905097d7d3038d32e6101f012c0619,0,0,0,0,287156,0,0,19515,4661,0,0,0,2,0,2
SWE-Bench Verified,django__django-11999,django/django,84633905273fc916e3d17883810d9969c03f73c2,0,0,0,0,270867,0,0,20504,4638,0,0,0,6,2,8
SWE-Bench Verified,django__django-15503,django/django,859a87d873ce7152af73ab851653b4e1c3ffea4c,0,0,0,0,358813,0,0,19681,4758,0,0,0,16,10,26
SWE-Bench Verified,django__django-11133,django/django,879cc3da6249e920b8d54518a0ae06de835d7373,0,0,0,0,263429,0,0,20081,4600,0,0,0,1,1,2
SWE-Bench Verified,django__django-15569,django/django,884b4c27f506b3c29d58509fc83a35c30ea10d94,0,0,0,0,360481,0,0,19681,4793,0,0,0,1,0,1
SWE-Bench Verified,django__django-15916,django/django,88e67a54b7ed0210c11523a337b498aadb2f5187,0,0,0,0,365733,0,0,19763,4851,0,0,0,3,10,13
SWE-Bench Verified,django__django-13297,django/django,8954f255bbf5f4ee997fd6de62cb50fc9b5dd697,0,0,0,0,286043,0,0,19515,4668,0,0,0,2,3,5
SWE-Bench Verified,django__django-12125,django/django,89d41cba392b759732ba9f1db4ff29ed47da6a56,0,0,0,0,271845,0,0,20504,4638,0,0,0,1,1,2
SWE-Bench Verified,django__django-13807,django/django,89fc144dedc737a79929231438f035b1d4a993c9,0,0,0,0,291724,0,0,19545,4507,0,0,0,8,3,11
SWE-Bench Verified,django__django-15741,django/django,8c0886b068ba4e224dd78104b93c9638b860b398,0,0,0,0,363699,0,0,19730,4848,0,0,0,1,0,1
SWE-Bench Verified,django__django-14500,django/django,8c3bd0b708b488a1f6e8bd8cc6b96569904605be,0,0,0,0,298093,0,0,19660,4549,0,0,0,2,3,5
SWE-Bench Verified,django__django-11555,django/django,8dd5877f58f84f2b11126afbd0813e24545919ed,0,0,0,0,266627,0,0,20252,4601,0,0,0,3,0,3
SWE-Bench Verified,django__django-14915,django/django,903aaa35e5ceaa33bfc9b19b7f6da65ce5a91dd4,0,0,0,0,304072,0,0,19648,4719,0,0,0,3,0,3
SWE-Bench Verified,django__django-14534,django/django,910ecd1b8df7678f45c3d507dde6bcb1faafa243,0,0,0,0,301212,0,0,19654,4555,0,0,0,1,1,2
SWE-Bench Verified,django__django-12273,django/django,927c903f3cd25c817c21738328b53991c035b415,0,0,0,0,273572,0,0,20509,4638,0,0,0,3,0,3
SWE-Bench Verified,django__django-15731,django/django,93cedc82f29076c824d476354527af1150888e4f,0,0,0,0,363807,0,0,19730,4848,0,0,0,2,2,4
SWE-Bench Verified,django__django-16145,django/django,93d4c9ea1de24eb391cb2b3561b6703fd46374df,0,0,0,0,367654,0,0,19944,4863,0,0,0,8,1,9
SWE-Bench Verified,django__django-17029,django/django,953f29f700a60fc09b08b2c2270c12c447490c6a,0,0,0,0,376157,0,0,20496,4948,0,0,0,1,0,1
SWE-Bench Verified,django__django-15161,django/django,96e7ff5e9ff6362d9a886545869ce4496ca4b0fb,0,0,0,0,308637,0,0,19670,4741,0,0,0,6,0,6
SWE-Bench Verified,django__django-15280,django/django,973fa566521037ac140dcece73fceae50ee522f1,0,0,0,0,308464,0,0,19670,4741,0,0,0,3,2,5
