eval_set,instance_id,repo,commit,C,C++,Java,Kotlin,Python,Go,Rust,JavaScript,HTML,Ruby,TypeScript,PHP,golden_patch_added,golden_patch_deleted,golden_patch_total
Multi-SWE-bench,clap-rs__clap-3196,clap-rs/clap,27893cfd9a4dec68c54720dd540ab217112d6f54,0,0,0,0,0,0,41253,0,0,0,0,0,2,1,3
Multi-SWE-bench,clap-rs__clap-3521,clap-rs/clap,28162d49cd6a407bc503b128a74883f6228189b4,0,0,0,0,32,0,44523,0,0,0,0,0,29,2,31
Multi-SWE-bench,clap-rs__clap-3990,clap-rs/clap,2d469511f9437b5136254bac4b69ee3ac0a23267,0,0,0,0,32,0,45045,642,0,0,0,0,57,48,105
Multi-SWE-bench,clap-rs__clap-1958,clap-rs/clap,2da492e4dc1eedf4f7d666ecb38158d2d8c6528f,0,0,0,0,0,0,30158,0,1,0,0,0,28,28,56
Multi-SWE-bench,clap-rs__clap-5527,clap-rs/clap,2f645d3e81c783a4e76ad17f1ccf283a58b75660,0,0,0,0,32,0,54012,708,0,0,0,0,1,1,2
Multi-SWE-bench,clap-rs__clap-2677,clap-rs/clap,2fd26423e2304a9fdcaeac29361249c5df8ac37b,0,0,0,0,0,0,37957,0,64,0,0,0,241,133,374
Multi-SWE-bench,clap-rs__clap-2360,clap-rs/clap,30d784ffd1f9d36ed3b66ab63c44307b1166fa66,0,0,0,0,0,0,35791,0,58,0,0,0,39,27,66
Multi-SWE-bench,clap-rs__clap-5206,clap-rs/clap,3383242b475c7e8f5e775ecfabdaf7ec5b70a686,0,0,0,0,32,0,52867,708,0,0,0,0,156,17,173
Multi-SWE-bench,clap-rs__clap-2534,clap-rs/clap,33c305ea6ff6cdda7796e57966374cb40633968f,0,0,0,0,0,0,37754,0,64,0,0,0,10,6,16
Multi-SWE-bench,clap-rs__clap-2633,clap-rs/clap,35db529b36e384f191ac2902b8c4ccf2a655d8ab,0,0,0,0,0,0,37334,0,64,0,0,0,14,6,20
Multi-SWE-bench,clap-rs__clap-3989,clap-rs/clap,3610a14e9e41ca51bf320c8443924585cf1d59b0,0,0,0,0,32,0,45011,642,0,0,0,0,20,0,20
Multi-SWE-bench,clap-rs__clap-2329,clap-rs/clap,3b59f5d3699134190d8d5f7fb052418edfd4999f,0,0,0,0,0,0,33751,0,58,0,0,0,2,1,3
Multi-SWE-bench,clap-rs__clap-3670,clap-rs/clap,3ca1b7709408f8bb3ec6b48ac2b4854aabe643b7,0,0,0,0,32,0,44961,626,0,0,0,0,7,3,10
Multi-SWE-bench,clap-rs__clap-2930,clap-rs/clap,3f933e17433cea57382b71af2f7c2a57c00ec72a,0,0,0,0,0,0,40372,0,75,0,0,0,11,0,11
Multi-SWE-bench,clap-rs__clap-4909,clap-rs/clap,3fa7b8fe510ebc17efc49e881f4c70cb89d88f4f,0,0,0,0,32,0,50831,708,0,0,0,0,11,1,12
Multi-SWE-bench,clap-rs__clap-2400,clap-rs/clap,42c03775b538425d0365a02ae58dcb36390070ae,0,0,0,0,0,0,35649,0,58,0,0,0,45,20,65
Multi-SWE-bench,clap-rs__clap-2297,clap-rs/clap,440cee8ff5d1e239462238a39d871eb1aab166cd,0,0,0,0,0,0,33770,0,58,0,0,0,665,226,891
Multi-SWE-bench,clap-rs__clap-2696,clap-rs/clap,441ff68c2d63536f0e2fd7e171d6fa7d76b2f4c3,0,0,0,0,0,0,37901,0,64,0,0,0,31,27,58
Multi-SWE-bench,clap-rs__clap-2635,clap-rs/clap,476dd190b7f7a91926dc696f1cb80146c67aabd2,0,0,0,0,0,0,37848,0,64,0,0,0,31,26,57
Multi-SWE-bench,clap-rs__clap-4080,clap-rs/clap,495e49e1a70989f4c8904c355f90d6149f673ce2,0,0,0,0,32,0,45496,642,0,0,0,0,250,9,259
Multi-SWE-bench,clap-rs__clap-4077,clap-rs/clap,495e49e1a70989f4c8904c355f90d6149f673ce2,0,0,0,0,32,0,45496,642,0,0,0,0,63,8,71
Multi-SWE-bench,clap-rs__clap-2135,clap-rs/clap,49f857166fe7b2d8abf9ccf8d4d89be072fce550,0,0,0,0,0,0,32015,0,0,0,0,0,38,8,46
Multi-SWE-bench,clap-rs__clap-3311,clap-rs/clap,4b60440d91c02a472e31e66117c34b0fc9e6d09a,0,0,0,0,32,0,41951,0,0,0,0,0,1,1,2
Multi-SWE-bench,clap-rs__clap-2653,clap-rs/clap,4bec66dd03640a26df2d05dc89828f6f97da113a,0,0,0,0,0,0,37502,0,64,0,0,0,1,1,2
Multi-SWE-bench,clap-rs__clap-4474,clap-rs/clap,4d69e56f06d66ff5215a900dc42809d34a2d4184,0,0,0,0,32,0,49390,708,0,0,0,0,5,8,13
Multi-SWE-bench,clap-rs__clap-2168,clap-rs/clap,4f90f3e4bb09cc596aa10243fc1791fc574a5d0e,0,0,0,0,0,0,32607,0,0,0,0,0,29,24,53
Multi-SWE-bench,clap-rs__clap-2161,clap-rs/clap,4f90f3e4bb09cc596aa10243fc1791fc574a5d0e,0,0,0,0,0,0,32607,0,0,0,0,0,15,7,22
Multi-SWE-bench,clap-rs__clap-2296,clap-rs/clap,50fb4ca63dc7e8fb8aa2914de5c8a5b4413f2c62,0,0,0,0,0,0,33759,0,58,0,0,0,44,17,61
Multi-SWE-bench,clap-rs__clap-5298,clap-rs/clap,514f28bc92ed683d53292cbe9457db3ec5df7b6f,0,0,0,0,32,0,53792,708,0,0,0,0,96,31,127
Multi-SWE-bench,clap-rs__clap-3678,clap-rs/clap,54a153021b39803843c45a0fa976bc5ea0898bda,0,0,0,0,32,0,48688,616,0,0,0,0,366,93,459
Multi-SWE-bench,clap-rs__clap-3700,clap-rs/clap,55e791e80ed4167cb11d968546aabb96f6760029,0,0,0,0,32,0,45551,616,0,0,0,0,16,1,17
Multi-SWE-bench,clap-rs__clap-3179,clap-rs/clap,56ed9981da3a28205efa03a0e4f162359bab1dfe,0,0,0,0,0,0,41260,0,0,0,0,0,2,51,53
Multi-SWE-bench,clap-rs__clap-4032,clap-rs/clap,58b0529d13c52882b0a9668db17aa92769e40896,0,0,0,0,32,0,45266,642,0,0,0,0,161,108,269
Multi-SWE-bench,clap-rs__clap-3968,clap-rs/clap,5a4da7e777a0acf442b491500cc8c7bfa78f6eac,0,0,0,0,32,0,46180,617,0,0,0,0,6,44,50
Multi-SWE-bench,clap-rs__clap-2251,clap-rs/clap,5b73699825fddc805be58c2719503b114e00ea61,0,0,0,0,0,0,33558,0,58,0,0,0,17,21,38
Multi-SWE-bench,clap-rs__clap-3402,clap-rs/clap,5c3868ea4cb8063731d8526e8e97414942a987ae,0,0,0,0,32,0,42651,0,0,0,0,0,866,426,1292
Multi-SWE-bench,clap-rs__clap-5227,clap-rs/clap,5c81df6855dbb12d1f1e28c7894aab6cc892abf3,0,0,0,0,32,0,53457,708,0,0,0,0,4,2,6
Multi-SWE-bench,clap-rs__clap-5228,clap-rs/clap,5c8f8d5f655777b1d306b01c590a5fac4b686bf3,0,0,0,0,32,0,53519,708,0,0,0,0,7,3,10
Multi-SWE-bench,clap-rs__clap-3960,clap-rs/clap,5e02445ce5f6eb89933d5985736c69059d0dc7af,0,0,0,0,32,0,75589,617,0,0,0,0,71,71,142
Multi-SWE-bench,clap-rs__clap-5520,clap-rs/clap,5e3386bb40948bc6a608e6c951ce1b86a686e32b,0,0,0,0,32,0,53873,708,0,0,0,0,1,1,2
Multi-SWE-bench,clap-rs__clap-2611,clap-rs/clap,610d56d1c63042359d6181c89572e894274f4ae7,0,0,0,0,0,0,37039,0,64,0,0,0,11,0,11
Multi-SWE-bench,clap-rs__clap-2587,clap-rs/clap,62588bd82c16e081469b195d005103319adda220,0,0,0,0,0,0,36765,0,64,0,0,0,146,14,160
Multi-SWE-bench,clap-rs__clap-2093,clap-rs/clap,6a56a82629d1a990efb37dae9c75a76e943f22a0,0,0,0,0,0,0,31952,0,0,0,0,0,47,5,52
Multi-SWE-bench,clap-rs__clap-4465,clap-rs/clap,6cbe5c4323153dd386aa74f8d1900649169228e6,0,0,0,0,32,0,49384,708,0,0,0,0,1,1,2
Multi-SWE-bench,clap-rs__clap-2154,clap-rs/clap,6ce1e4fda211a7373ce7c4167964e6ca073bdfc1,0,0,0,0,0,0,32387,0,0,0,0,0,14,8,22
Multi-SWE-bench,clap-rs__clap-2643,clap-rs/clap,6ea223bc6e580db88b0cbe073ddd227434ad1127,0,0,0,0,0,0,37329,0,64,0,0,0,87,95,182
Multi-SWE-bench,clap-rs__clap-2895,clap-rs/clap,6eacd8a7476e352d590c1bfae4b983e9eafae2b3,0,0,0,0,0,0,39948,0,75,0,0,0,17,7,24
Multi-SWE-bench,clap-rs__clap-4635,clap-rs/clap,72749a3a0958c74490b8bd78c50dbd340837c773,0,0,0,0,32,0,50135,708,0,0,0,0,4,14,18
Multi-SWE-bench,clap-rs__clap-3732,clap-rs/clap,740bb39f50883b5af97b62e041618d5433220245,0,0,0,0,32,0,45920,616,0,0,0,0,3042,637,3679
Multi-SWE-bench,clap-rs__clap-2501,clap-rs/clap,750aba282f1ad4ed623ef32dfe9fb04588e6dd42,0,0,0,0,0,0,36299,0,64,0,0,0,45,8,53
Multi-SWE-bench,clap-rs__clap-2648,clap-rs/clap,75445b974ed536add0d4f13ce8131348ff553cf4,0,0,0,0,0,0,37368,0,64,0,0,0,9,3,12
Multi-SWE-bench,clap-rs__clap-4159,clap-rs/clap,75e340a3d98105347034b49c2ac15640cbaa49cf,0,0,0,0,32,0,47461,708,0,0,0,0,23,7,30
Multi-SWE-bench,clap-rs__clap-2253,clap-rs/clap,76effbd8f9d76df99b87826a2e8ec1b9960851b2,0,0,0,0,0,0,33602,0,58,0,0,0,21,7,28
Multi-SWE-bench,clap-rs__clap-3391,clap-rs/clap,7c79e76f2f55b1aab083fa201a86bbc8c8c35711,0,0,0,0,32,0,42587,0,0,0,0,0,3,4,7
Multi-SWE-bench,clap-rs__clap-5489,clap-rs/clap,7d3a380b3da9b32873ea2dfaf54fd673c6f39e28,0,0,0,0,32,0,53966,708,0,0,0,0,245,12,257
Multi-SWE-bench,clap-rs__clap-1975,clap-rs/clap,81457178fa7e055775867ca659b37798b5ae9584,0,0,0,0,0,0,30229,0,0,0,0,0,30,8,38
Multi-SWE-bench,clap-rs__clap-2990,clap-rs/clap,879dd23963f6ed968535d6ed7bc6f192f02a0a16,0,0,0,0,0,0,41017,0,75,0,0,0,60,2,62
Multi-SWE-bench,clap-rs__clap-2642,clap-rs/clap,8ca62aa18559d8c30056d6c1ebfda2840e0a322c,0,0,0,0,0,0,37334,0,64,0,0,0,44,44,88
Multi-SWE-bench,clap-rs__clap-4248,clap-rs/clap,8e510650a98a528d3c016cfdfddbe67ae3a470a5,0,0,0,0,32,0,48242,708,0,0,0,0,97,21,118
Multi-SWE-bench,clap-rs__clap-2609,clap-rs/clap,8ff68080e65e70929df030fedf94f28c6f7fe06c,0,0,0,0,0,0,36930,0,64,0,0,0,4,1,5
Multi-SWE-bench,clap-rs__clap-2358,clap-rs/clap,90a74044ee03963f9d4c4453ce651dc907bc94d4,0,0,0,0,0,0,35153,0,58,0,0,0,19,10,29
Multi-SWE-bench,clap-rs__clap-4667,clap-rs/clap,90c042eeaef36ef6a1718b19cc9ea213ac249f6e,0,0,0,0,32,0,50168,708,0,0,0,0,3,0,3
Multi-SWE-bench,clap-rs__clap-3020,clap-rs/clap,91b5b395f522f1019dc499e9b52c545d640a954f,0,0,0,0,0,0,41017,0,0,0,0,0,112,87,199
Multi-SWE-bench,clap-rs__clap-2543,clap-rs/clap,947523f7f5c25579affa3f8c0499ff362d523611,0,0,0,0,0,0,36579,0,64,0,0,0,128,0,128
Multi-SWE-bench,clap-rs__clap-3874,clap-rs/clap,9962393c20f2d1521aefdcf2562bef1380b4ccbe,0,0,0,0,32,0,75270,617,0,0,0,0,51,0,51
Multi-SWE-bench,clap-rs__clap-4408,clap-rs/clap,996636d56f69f3591e88cdc3c3c346352fa3653a,0,0,0,0,32,0,49226,708,0,0,0,0,8,6,14
Multi-SWE-bench,clap-rs__clap-2166,clap-rs/clap,9d2ef79512121c7b79eecea150403eaa49f54c3a,0,0,0,0,0,0,32563,0,0,0,0,0,21,3,24
Multi-SWE-bench,clap-rs__clap-2701,clap-rs/clap,9d5cf64d6a8c4d5911008ce4af6b41caeca6e8bf,0,0,0,0,0,0,37989,0,64,0,0,0,85,150,235
Multi-SWE-bench,clap-rs__clap-3225,clap-rs/clap,a0ab35d678d797041aad20ff9e99ddaa52b84e24,0,0,0,0,0,0,41545,0,0,0,0,0,61,127,188
Multi-SWE-bench,clap-rs__clap-3212,clap-rs/clap,a37f2908c8856dad3007e5bc8399fe89643af5a0,0,0,0,0,0,0,41297,0,0,0,0,0,165,211,376
