eval_set,instance_id,repo,commit,C,C++,Java,Kotlin,Python,Go,Rust,JavaScript,HTML,Ruby,TypeScript,PHP,golden_patch_added,golden_patch_deleted,golden_patch_total
SWE-Lancer,30166_402,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,1,2
SWE-Lancer,19398_889,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,10,12,22
SWE-Lancer,46344_753,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,11,22,33
SWE-Lancer,43196_567,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,123,185,308
SWE-Lancer,38147_954,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,0,2,2
SWE-Lancer,29318_1003,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,1,2
SWE-Lancer,37656_955,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,5,10,15
SWE-Lancer,45479_400,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,0,15,15
SWE-Lancer,42924_398,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,1,2
SWE-Lancer,30101_403,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,37,13,50
SWE-Lancer,43097_989,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,3,216,219
SWE-Lancer,20703_962,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,3,1,4
SWE-Lancer,30195_650,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,0,3,3
SWE-Lancer,26648_972,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,11,22,33
SWE-Lancer,18891_881,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,7,10,17
SWE-Lancer,39909_632,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,2,3
SWE-Lancer,41523_814,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,111,19,130
SWE-Lancer,27353_776,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,39,4,43
SWE-Lancer,18659_831,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,2,2,4
SWE-Lancer,18157_893,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,0,3,3
SWE-Lancer,44040_470,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,2,1,3
SWE-Lancer,43094_678,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,30,6,36
SWE-Lancer,18909_734,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,3,3,6
SWE-Lancer,42284_635,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,44,48,92
SWE-Lancer,28087_800,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,30,20,50
SWE-Lancer,27243_705,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,2,14,16
SWE-Lancer,26228_719,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,2,2,4
SWE-Lancer,40250_1042,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,4,20,24
SWE-Lancer,45882_428,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,9,11,20
SWE-Lancer,46371_1127,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,3,24,27
SWE-Lancer,18910_733,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,3,3,6
SWE-Lancer,40259_1089,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,10,13,23
SWE-Lancer,28565_1001,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,3,4
SWE-Lancer,45633_1114,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,2,3
SWE-Lancer,12155_1,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,25,2,27
SWE-Lancer,29187_639,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,7,13,20
SWE-Lancer,29598_896,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,24,16,40
SWE-Lancer,45941_1113,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,9,3,12
SWE-Lancer,45523_892,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,0,3,3
SWE-Lancer,28663_630,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,26,21,47
SWE-Lancer,28943_641,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,16,4,20
SWE-Lancer,29851_717,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,0,5,5
SWE-Lancer,29886_758,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,10,12,22
SWE-Lancer,45887_1128,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,28,53,81
SWE-Lancer,44618_1007,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,115,167,282
SWE-Lancer,43120_1093,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,3,1,4
SWE-Lancer,18230_905,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,2,2,4
SWE-Lancer,20672_1019,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,30,5,35
SWE-Lancer,19362_850,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,2,4,6
SWE-Lancer,28059_803,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,10,39,49
SWE-Lancer,18207_923,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,15,5,20
SWE-Lancer,39614_1101,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,3,12,15
SWE-Lancer,40208_1108,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,12,91,103
SWE-Lancer,30138_663,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,2,3
SWE-Lancer,28153_817,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,281,2,283
SWE-Lancer,28553_509,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,3,2,5
SWE-Lancer,44210_1020,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,15,16,31
SWE-Lancer,29001_615,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,5,6
SWE-Lancer,18660_869,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,9,10
SWE-Lancer,29222_720,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,13,14
SWE-Lancer,41301_714,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,1,2
SWE-Lancer,37688_441,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,16,48,64
SWE-Lancer,41610_578,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,2,3
SWE-Lancer,42007_1137,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,18,2,20
SWE-Lancer,42525_1141,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,2,3
SWE-Lancer,28093_799,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,1,2
SWE-Lancer,15815_1,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,1,2
SWE-Lancer,38076_981,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,21,12,33
SWE-Lancer,41771_458,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,1,2
SWE-Lancer,41885_1134,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,1,2
SWE-Lancer,14223_1,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,69,1,70
SWE-Lancer,37766_765,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,4,3,7
SWE-Lancer,38130_971,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,10,2,12
SWE-Lancer,19135_873,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,0,6,6
SWE-Lancer,28324_808,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,2,10,12
SWE-Lancer,25570_780,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,0,2,2
SWE-Lancer,44165_1022,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,12,14,26
SWE-Lancer,26161_924,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,8,12,20
SWE-Lancer,42194_994,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,2,1,3
SWE-Lancer,28515_774,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,4,4,8
SWE-Lancer,28096_836,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,1,2
SWE-Lancer,39848_1045,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,2,22,24
SWE-Lancer,46053_566,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,0,5,5
SWE-Lancer,42934_932,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,22,35,57
SWE-Lancer,29159_628,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,15,14,29
SWE-Lancer,44804_694,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,1,2
SWE-Lancer,14294,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,48,2,50
SWE-Lancer,43022_1084,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,0,4,4
SWE-Lancer,28265_616,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,2,9,11
SWE-Lancer,42530_621,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,5,1,6
SWE-Lancer,46528_995,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,2,9,11
SWE-Lancer,29163_589,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,1,2
SWE-Lancer,29916_609,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,32,33
SWE-Lancer,27226_729,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,2,3
SWE-Lancer,27538_794,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,0,4,4
SWE-Lancer,28806_750,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,9,10
SWE-Lancer,27029_876,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,2,2,4
SWE-Lancer,16912_4,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,5,3,8
SWE-Lancer,18641_837,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,0,2,2
SWE-Lancer,28077_782,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,0,4,4
SWE-Lancer,42220_883,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,6,8,14
SWE-Lancer,41183_948,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,45,84,129
SWE-Lancer,41783_613,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,8,8,16
SWE-Lancer,44728_421,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,34,19,53
SWE-Lancer,15193,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,16,1,17
SWE-Lancer,44259_997,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,2,0,2
SWE-Lancer,38163_970,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,0,6,6
SWE-Lancer,19023_868,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,2,3
SWE-Lancer,29178_405,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,0,1,1
SWE-Lancer,41613_529,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,176,40,216
SWE-Lancer,18746_833,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,8,82,90
SWE-Lancer,18647_838,Expensify/App,2b791c9f3053c1682ddcb50ab036deb3e55a7542,32,0,708,141,0,0,0,219120,758,77,300863,0,1,36,37
SWE-Lancer,44213_1005,Expensify/App,2d6d0670de09bcc3fa81d5c7e870c1147187c831,29,0,614,135,0,0,0,205431,756,21,247775,0,13,17,30
SWE-Lancer,43126_1046,Expensify/App,595967d173422869c2cad880818065e80e531216,29,0,614,135,0,0,0,204722,756,21,242919,0,1,2,3
SWE-Lancer,46768_1053,Expensify/App,78c20f046be7a307a52050657bc041dd57d2fd53,29,0,614,139,0,0,0,220952,758,67,278767,0,4,7,11
SWE-Lancer,29854_602,Expensify/App,7d84cbf9b4526243b7d97215e43326ae15bcc938,27,0,974,0,0,0,0,368296,770,0,26581,0,0,3,3
SWE-Lancer,42841_583,Expensify/App,9ba5d068a1a02b6b8dc29ea08d85672e892f97e1,29,0,614,135,0,0,0,206527,753,21,271247,0,12,14,26
SWE-Lancer,32236_652,Expensify/App,9bdd4d06a306025c1e1a9e201f88dadfb42ba43b,28,0,982,0,0,0,0,354721,746,0,85657,0,4,16,20
SWE-Lancer,15289_1,Expensify/App,b595f5d24141a403fcc3f44c73d00cd6951dca7d,31,0,708,186,0,0,0,1626986,936,141,331430,0,0,1,1
SWE-Lancer,44235_908,Expensify/App,d7c6bca4cce86dbbd3c90f57895f363ef8e6a587,29,0,614,139,0,0,0,218318,758,67,282068,0,5,5,10
SWE-Lancer,20079,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,24,149,173
SWE-Lancer,49543_647,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,8,7,15
SWE-Lancer,15321,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,60,2,62
SWE-Lancer,4324,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,13,93,106
SWE-Lancer,15925,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,15,10,25
